clean_content
"['sobatwisata', 'kangen', 'ngecamp', 'nggak', 'nih', 'cuss', 'berkemah', 'dengan', 'pemandangan', 'alam', 'dan', 'perkebunan', 'di', 'puri', 'kayana', 'kabupaten', 'semarang', 'kamu', 'juga', 'bisa', 'petik', 'stroberi', 'lho', 'di', 'sana', 'info', 'selengkapnya', 'follow', 'yuk']"
"['desa', 'nyatnyono', 'di', 'lereng', 'gunung', 'ungaran', 'dikenal', 'sebagai', 'desa', 'wisata', 'berbasis', 'religi', 'di', 'sini', 'terdapat', 'masjid', 'subulussalam', 'peninggalan', 'syekh', 'hasan', 'munadi', 'tokoh', 'penyiar', 'agama', 'islam', 'yang', 'hidup', 'pada', 'masa', 'awal', 'berdirinya', 'kesultanan', 'demak', 'bintoro', 'beliau', 'berdakwah', 'bersama', 'putranya', 'syekh', 'hasan', 'dipuro', 'hingga', 'wafat', 'kini', 'makamnya', 'selalu', 'ramai', 'peziarah', 'dari', 'berbagai', 'daerah', 'buruan', 'follow', 'untuk', 'info', 'terbaru', 'wisata', 'di', 'kab', 'semarang']"
"['candi', 'dukuh', 'terletak', 'di', 'desa', 'rowoboni', 'kecamatan', 'banyubiru', 'kabupaten', 'semarang', 'masyarakat', 'sekitar', 'menyebutnya', 'candi', 'brawijaya', 'karena', 'diyakini', 'tempat', 'tersebut', 'pernah', 'disinggahi', 'sang', 'raja', 'majapahit', 'prabu', 'brawijaya', 'pada', 'saat', 'ditemukan', 'hanya', 'tersisa', 'bagian', 'kaki', 'candi', 'begitu', 'pula', 'bagian', 'tubuh', 'dan', 'atap', 'candi', 'kondisinya', 'tidak', 'lengkap', 'berdasarkan', 'konstruksi', 'candi', 'dukuh', 'serupa', 'dengan', 'candi', 'gedong', 'songo', 'yang', 'dibangun', 'pada', 'abad', 'jangan', 'lupa', 'follow', 'untuk', 'info', 'wisata', 'menarik', 'lainnya', 'di', 'kab', 'semarang', 'yaaa', 'wisatasemarang', 'jatenggayeng', 'dijatengaja', 'explorejateng', 'jatenghits', 'cagarbudaya', 'travelgram', 'trip', 'culture', 'heritage', 'pesonaindonesia']"
"['jalan', 'jalan', 'ke', 'semarang', 'mampirlah', 'ke', 'desa', 'wisata', 'lerep', 'di', 'ungaran', 'barat', 'kabupaten', 'semarang', 'apa', 'saja', 'yang', 'spesial', 'di', 'sini', 'kesatu', 'serunya', 'edu', 'eco', 'tour', 'membuat', 'permen', 'susu', 'atau', 'membuat', 'keripik', 'kedua', 'relaksasi', 'pikiran', 'di', 'air', 'terjun', 'indrokilo', 'ketiga', 'berfoto', 'di', 'embung', 'sebligo', 'keempat', 'jelajah', 'watu', 'gunung', 'bersama', 'keluarga', 'kelima', 'icip', 'icip', 'kuliner', 'tempo', 'dulu', 'di', 'pasar', 'kuliner', 'setiap', 'minggu', 'pon', 'yuk', 'follow', 'untuk', 'info', 'wisata', 'menarik', 'lainnya', 'di', 'kab', 'semarang', 'wisatasemarang', 'explorejateng', 'dolanjateng', 'jatenggayeng', 'dijatengaja', 'travelgram', 'travel', 'pesonaindonedia']"
"['sobatwisata', 'lagi', 'cari', 'referensi', 'resto', 'penginapan', 'spot', 'selfie', 'buat', 'apa', 'cari', 'banyak', 'tempat', 'kalau', 'bisa', 'datang', 'ke', 'tempat', 'aja', 'dan', 'udah', 'dapat', 'semuanya', 'emang', 'ada', 'gedong', 'songo', 'jawabannya', 'follow', 'untuk', 'info', 'wisata', 'menarik', 'lainnya', 'wisatasemarang', 'explorejateng', 'jatenggayeng', 'dijatengaja']"
"['woro', 'woro', 'ayo', 'ke', 'danuwo', 'segar', 'dan', 'bikin', 'kenyang', 'ayoo', 'ke', 'daya', 'tarik', 'wisata', 'ini', 'berada', 'di', 'kecamatan', 'kaliwungu', 'ujung', 'selatan', 'kabupaten', 'semarang', 'sobatwisata', 'bisa', 'cobain', 'wahana', 'air', 'yang', 'segarnya', 'nyata', 'seperti', 'kolam', 'renang', 'dewasa', 'anak', 'dan', 'keceh', 'selesai', 'berenang', 'bisa', 'langsung', 'pesan', 'aneka', 'masakan', 'berselera', 'makin', 'seru', 'kalau', 'datang', 'rame', 'rame', 'bareng', 'keluarga', 'wisatasemarang', 'jatenggayeng', 'dijatengaja', 'explorejateng']"
"['warnai', 'liburanmu', 'di', 'watu', 'gajah', 'park', 'wuih', 'ada', 'kingkong', 'raksasa', 'di', 'saking', 'besarnya', 'kalian', 'bisa', 'naik', 'ke', 'atas', 'untuk', 'lihat', 'panorama', 'sekitar', 'dari', 'ketinggian', 'oh', 'iya', 'kalau', 'mau', 'basah', 'basahan', 'bisa', 'ke', 'kolam', 'keceh', 'kalau', 'suka', 'kelinci', 'bisa', 'mampir', 'ke', 'taman', 'kelinci', 'yang', 'suka', 'main', 'catur', 'cobain', 'deh', 'main', 'catur', 'raksasa', 'sobatwisata', 'di', 'semarang', 'sekitarnya', 'ke', 'sini', 'kuuyyyy', 'mau', 'tau', 'info', 'terbaru', 'wisata', 'kabupaten', 'semarang', 'yuk', 'follow', 'jatenggayeng', 'dijatengaja', 'wisatasemarang']"
"['petik', 'stroberi', 'on', 'the', 'spot', 'cobain', 'deh', 'petik', 'stroberi', 'langsung', 'dari', 'kebun', 'garden', 'bersama', 'orang', 'tersayang', 'ga', 'cuma', 'foto', 'sobatwisata', 'bisa', 'sekaligus', 'wisata', 'edukasi', 'sambil', 'menikmati', 'udara', 'segar', 'di', 'bandungan', 'stroberi', 'merah', 'segar', 'panorama', 'hijau', 'indah', 'asli', 'bakal', 'bikin', 'kamu', 'betah', 'agendakan', 'ya']"
"['keheningan', 'di', 'gua', 'maria', 'rosa', 'mystica', 'mari', 'berziarah', 'sembari', 'menenangkan', 'diri', 'di', 'kecamatan', 'tuntang', 'kabupaten', 'semarang', 'cukup', 'jauh', 'dari', 'keramaian', 'gua', 'maria', 'rosa', 'mystica', 'memberi', 'kedamaian', 'tersendiri', 'saat', 'berdoa', 'explorejateng', 'wisatareligi', 'jatenggayeng', 'dijatengaja']"
"['akhir', 'pekan', 'seru', 'di', 'dusun', 'semilir', 'cari', 'wisata', 'keluarga', 'yang', 'komplit', 'pusat', 'oleh', 'oleh', 'villa', 'wahana', 'bermain', 'anak', 'wahana', 'perosotan', 'pelangi', 'yang', 'memacu', 'adrenalin', 'kulineran', 'sampai', 'spot', 'instagrammable', 'ala', 'eropa', 'korea', 'dll', 'dusun', 'semilir', 'jawabnya', 'lokasinya', 'strategis', 'mudah', 'dijangkau', 'hanya', 'beberapa', 'ratus', 'meter', 'saja', 'dari', 'exit', 'tol', 'bawen', 'mau', 'rombongan', 'bareng', 'keluarga', 'besar', 'juga', 'bisa', 'banget', 'jatenggayeng', 'dijatengaja']"
